,Recurrence rate (RR),Determinism (DET),Average diagonal line length (L),Longest diagonal line length (L_max),Divergence (DIV),Entropy diagonal lines (L_entr),Laminarity (LAM),Trapping time (TT),Longest vertical line length (V_max),Entropy vertical lines (V_entr),Average white vertical line length (W),Longest white vertical line length (W_max),Longest white vertical line length inverse (W_div),Entropy white vertical lines (W_entr),Ratio determinism / recurrence rate (DET/RR),Ratio laminarity / determinism (LAM/DET)
47,0.13111111111111112,0.25,2.2,3.0,0.3333333333333333,0.5004023909568787,0.3050847457627119,2.0,2.0,0.0,7.064220183486238,28.0,0.03571428571428571,2.4533469676971436,1.906779661016949,1.2203389830508475
48,0.15777777777777777,0.16071428571428573,2.25,3.0,0.3333333333333333,0.5623351335525513,0.2535211267605634,2.0,2.0,0.0,5.6923076923076925,29.0,0.034482758620689655,2.2032461166381836,1.0186116700201209,1.5774647887323943
49,0.1711111111111111,0.24193548387096775,2.142857142857143,3.0,0.3333333333333333,0.4101163148880005,0.2727272727272727,2.0,2.0,0.0,5.869918699186992,23.0,0.043478260869565216,2.175663471221924,1.4139086719731881,1.1272727272727272
50,0.2,0.36,2.25,3.0,0.3333333333333333,0.5623351335525513,0.5444444444444444,2.5789473684210527,4.0,0.601679801940918,6.528301886792453,27.0,0.037037037037037035,2.293795108795166,1.7999999999999998,1.5123456790123455
51,0.2511111111111111,0.35714285714285715,2.1875,4.0,0.25,0.4634135663509369,0.5663716814159292,2.9767441860465116,5.0,1.0107760429382324,6.786516853932584,28.0,0.03571428571428571,1.7470773458480835,1.4222503160556257,1.5858407079646017
52,0.057777777777777775,0.18181818181818182,2.0,2.0,0.5,0.0,0.07692307692307693,2.0,2.0,0.0,12.861538461538462,29.0,0.034482758620689655,3.142887830734253,3.146853146853147,0.4230769230769231
53,0.06666666666666667,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,2.0,2.0,0.0,10.87012987012987,28.0,0.03571428571428571,2.9504518508911133,0.0,0.0
54,0.05555555555555555,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.293333333333333,29.0,0.034482758620689655,2.972569704055786,0.0,0.0
55,0.10222222222222223,0.3870967741935484,2.0,2.0,0.5,0.0,0.358695652173913,2.2,3.0,0.5004023909568787,9.464285714285714,29.0,0.034482758620689655,2.565235137939453,3.7868162692847123,0.9266304347826086
56,0.1711111111111111,0.16129032258064516,2.0,2.0,0.5,0.0,0.2792207792207792,2.5294117647058822,3.0,0.6914160251617432,6.472727272727273,19.0,0.05263157894736842,2.2482640743255615,0.9426057813154588,1.7311688311688311
57,0.17777777777777778,0.2923076923076923,2.111111111111111,3.0,0.3333333333333333,0.34883207082748413,0.2125,2.0,2.0,0.0,5.624,26.0,0.038461538461538464,2.2198235988616943,1.6442307692307692,0.7269736842105262
58,0.07333333333333333,0.1111111111111111,2.0,2.0,0.5,0.0,0.3939393939393939,2.0,2.0,0.0,11.472222222222221,29.0,0.034482758620689655,2.969653844833374,1.5151515151515151,3.5454545454545454
59,0.19333333333333333,0.2916666666666667,2.3333333333333335,4.0,0.25,0.6837388873100281,0.5172413793103449,3.0,5.0,0.6365141868591309,7.294736842105263,28.0,0.03571428571428571,2.3159077167510986,1.5086206896551726,1.7733990147783252
60,0.1711111111111111,0.3709677419354839,2.090909090909091,3.0,0.3333333333333333,0.3046360909938812,0.38961038961038963,2.3076923076923075,3.0,0.6172417402267456,6.101694915254237,29.0,0.034482758620689655,2.143012523651123,2.1679932970255553,1.0502540937323546
61,0.2088888888888889,0.24050632911392406,2.375,3.0,0.3333333333333333,0.6615632772445679,0.4574468085106383,2.2051282051282053,3.0,0.5074299573898315,4.971014492753623,18.0,0.05555555555555555,1.8894850015640259,1.151360086183679,1.9020156774916013
62,0.15333333333333332,0.18518518518518517,2.0,2.0,0.5,0.0,0.26811594202898553,2.8461538461538463,3.0,0.4293230175971985,6.7272727272727275,24.0,0.041666666666666664,2.4498918056488037,1.2077294685990339,1.447826086956522
63,0.14222222222222222,0.12244897959183673,2.0,2.0,0.5,0.0,0.390625,2.380952380952381,3.0,0.6645283699035645,7.372549019607843,27.0,0.037037037037037035,2.46876859664917,0.860969387755102,3.1901041666666665
64,0.18444444444444444,0.22058823529411764,2.142857142857143,3.0,0.3333333333333333,0.4101163148880005,0.39759036144578314,2.2758620689655173,3.0,0.5890026092529297,5.884297520661157,26.0,0.038461538461538464,2.11103892326355,1.1959603118355777,1.802409638554217
65,0.18222222222222223,0.19402985074626866,2.1666666666666665,3.0,0.3333333333333333,0.4505612254142761,0.4268292682926829,2.0,2.0,0.0,6.5233644859813085,25.0,0.04,2.3824634552001953,1.0647979614124499,2.199812382739212
66,0.19111111111111112,0.30985915492957744,2.0,2.0,0.5,0.0,0.45930232558139533,2.257142857142857,3.0,0.57004714012146,5.907563025210084,24.0,0.041666666666666664,2.0848422050476074,1.621356043236161,1.482293868921776
67,0.19555555555555557,0.3561643835616438,2.3636363636363638,5.0,0.2,0.6001660823822021,0.14772727272727273,2.0,2.0,0.0,4.630872483221476,29.0,0.034482758620689655,1.7297523021697998,1.8212951432129512,0.4147727272727273
68,0.20666666666666667,0.358974358974359,2.1538461538461537,3.0,0.3333333333333333,0.4293230175971985,0.41935483870967744,2.1666666666666665,3.0,0.4505612254142761,5.540983606557377,25.0,0.04,2.132876396179199,1.7369727047146402,1.1682027649769586
69,0.20222222222222222,0.3026315789473684,2.090909090909091,3.0,0.3333333333333333,0.3046360909938812,0.4230769230769231,2.3333333333333335,3.0,0.6365141868591309,5.920353982300885,29.0,0.034482758620689655,2.1241843700408936,1.4965297860034703,1.3979933110367893
70,0.19333333333333333,0.4027777777777778,2.0714285714285716,3.0,0.3333333333333333,0.2573186755180359,0.5287356321839081,2.0,2.0,0.0,5.809917355371901,23.0,0.043478260869565216,1.8960322141647339,2.0833333333333335,1.3127229488703924
71,0.06666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.04,29.0,0.034482758620689655,2.938286781311035,0.0,0.0
72,0.18666666666666668,0.3333333333333333,2.090909090909091,3.0,0.3333333333333333,0.3046360909938812,0.5595238095238095,2.611111111111111,4.0,0.9670779705047607,6.226086956521739,23.0,0.043478260869565216,2.1009678840637207,1.7857142857142856,1.6785714285714286
73,0.20666666666666667,0.32051282051282054,2.0833333333333335,3.0,0.3333333333333333,0.2868359684944153,0.3709677419354839,2.6538461538461537,3.0,0.6450331807136536,4.838028169014085,29.0,0.034482758620689655,1.818662405014038,1.5508684863523574,1.1574193548387095
74,0.06666666666666667,0.13333333333333333,2.0,2.0,0.5,0.0,0.23333333333333334,2.0,2.0,0.0,11.71830985915493,28.0,0.03571428571428571,2.8766660690307617,2.0,1.75
75,0.14444444444444443,0.16,2.0,2.0,0.5,0.0,0.26153846153846155,2.0,2.0,0.0,7.174757281553398,24.0,0.041666666666666664,2.4997966289520264,1.1076923076923078,1.6346153846153846
76,0.12444444444444444,0.0975609756097561,2.0,2.0,0.5,0.0,0.16071428571428573,2.0,2.0,0.0,7.824742268041237,29.0,0.034482758620689655,2.506307363510132,0.7839721254355401,1.6473214285714286
77,0.2311111111111111,0.3258426966292135,2.230769230769231,3.0,0.3333333333333333,0.5402041673660278,0.46153846153846156,3.2,4.0,1.0549201965332031,6.494845360824742,29.0,0.034482758620689655,2.102635622024536,1.4098962834917892,1.4164456233421752
78,0.2311111111111111,0.2808988764044944,2.0833333333333335,3.0,0.3333333333333333,0.2868359684944153,0.44711538461538464,2.2142857142857144,3.0,0.5195798873901367,4.9393939393939394,26.0,0.038461538461538464,1.9197579622268677,1.2154278305963702,1.5917307692307692
79,0.1511111111111111,0.20754716981132076,2.2,3.0,0.3333333333333333,0.5004023909568787,0.4338235294117647,2.8095238095238093,4.0,1.0529224872589111,8.914634146341463,21.0,0.047619047619047616,2.346367835998535,1.3734739178690345,2.09024064171123
80,0.2111111111111111,0.2625,2.3333333333333335,3.0,0.3333333333333333,0.6365141868591309,0.48947368421052634,2.2142857142857144,3.0,0.5195798873901367,5.669491525423729,26.0,0.038461538461538464,2.144784688949585,1.243421052631579,1.8646616541353385
81,0.14,0.25,2.0,2.0,0.5,0.0,0.14285714285714285,3.0,3.0,0.0,7.115384615384615,29.0,0.034482758620689655,2.434701681137085,1.7857142857142856,0.5714285714285714
82,0.2,0.26666666666666666,2.0,2.0,0.5,0.0,0.3888888888888889,2.3333333333333335,3.0,0.6365141868591309,5.982300884955753,22.0,0.045454545454545456,2.18312931060791,1.3333333333333333,1.4583333333333335
83,0.16666666666666666,0.36666666666666664,2.2,3.0,0.3333333333333333,0.5004023909568787,0.6666666666666666,2.5,4.0,0.5623351335525513,9.805555555555555,29.0,0.034482758620689655,2.4696996212005615,2.2,1.8181818181818181
84,0.16,0.43859649122807015,2.272727272727273,4.0,0.25,0.6001660823822021,0.0,0.0,1.0,0.0,4.8881578947368425,25.0,0.04,1.9040186405181885,2.7412280701754383,0.0
85,0.22,0.27380952380952384,2.5555555555555554,4.0,0.25,0.8486855626106262,0.3939393939393939,2.7857142857142856,3.0,0.5195798873901367,4.977941176470588,27.0,0.037037037037037035,1.974027156829834,1.2445887445887447,1.4387351778656126
86,0.22,0.35714285714285715,2.142857142857143,3.0,0.3333333333333333,0.4101163148880005,0.494949494949495,2.5128205128205128,3.0,0.6928184032440186,5.8584070796460175,20.0,0.05,2.0281636714935303,1.6233766233766234,1.385858585858586
87,0.21777777777777776,0.26506024096385544,2.0,2.0,0.5,0.0,0.44387755102040816,2.230769230769231,3.0,0.5402041673660278,5.267716535433071,25.0,0.04,2.0037360191345215,1.2171133513646424,1.6746289424860852
88,0.26222222222222225,0.4368932038834951,2.3684210526315788,4.0,0.25,0.765937328338623,0.3813559322033898,2.25,3.0,0.5623351335525513,4.991379310344827,27.0,0.037037037037037035,1.7960394620895386,1.6661181504031592,0.8728813559322034
89,0.10222222222222223,0.41935483870967744,2.1666666666666665,3.0,0.3333333333333333,0.4505612254142761,0.5217391304347826,2.0,2.0,0.0,9.682926829268293,29.0,0.034482758620689655,2.5793066024780273,4.102384291725105,1.2441471571906353
90,0.06666666666666667,0.13333333333333333,2.0,2.0,0.5,0.0,0.26666666666666666,2.0,2.0,0.0,12.028985507246377,29.0,0.034482758620689655,2.847679376602173,2.0,2.0
91,0.13111111111111112,0.29545454545454547,2.1666666666666665,3.0,0.3333333333333333,0.4505612254142761,0.4745762711864407,2.3333333333333335,3.0,0.6365141868591309,8.225806451612904,27.0,0.037037037037037035,2.6053292751312256,2.25346687211094,1.60625814863103
92,0.1511111111111111,0.18867924528301888,2.0,2.0,0.5,0.0,0.36764705882352944,2.1739130434782608,3.0,0.4620369076728821,6.861111111111111,29.0,0.034482758620689655,2.3818278312683105,1.248612652608213,1.9485294117647058
93,0.19111111111111112,0.3380281690140845,2.1818181818181817,4.0,0.25,0.3046360909938812,0.19186046511627908,3.0,3.0,0.0,5.762711864406779,20.0,0.05,1.984595537185669,1.768752047166721,0.5675872093023256
94,0.18666666666666668,0.2898550724637681,2.2222222222222223,3.0,0.3333333333333333,0.5297061800956726,0.5119047619047619,2.388888888888889,4.0,0.4926036298274994,6.900990099009901,28.0,0.03571428571428571,2.2654569149017334,1.5527950310559007,1.7660714285714283
95,0.10222222222222223,0.3225806451612903,2.0,2.0,0.5,0.0,0.17391304347826086,2.0,2.0,0.0,8.692307692307692,28.0,0.03571428571428571,2.5170843601226807,3.155680224403927,0.5391304347826087
96,0.2111111111111111,0.2375,2.111111111111111,3.0,0.3333333333333333,0.34883207082748413,0.4,2.235294117647059,3.0,0.5455945730209351,4.858156028368795,22.0,0.045454545454545456,1.8422118425369263,1.125,1.6842105263157896
97,0.20222222222222222,0.39473684210526316,2.0,2.0,0.5,0.0,0.521978021978022,2.4358974358974357,3.0,0.6849062442779541,6.231481481481482,29.0,0.034482758620689655,2.211139440536499,1.9519953730480046,1.3223443223443223
98,0.2222222222222222,0.29411764705882354,2.5,4.0,0.25,0.8018186092376709,0.34,3.5789473684210527,5.0,0.6917614936828613,5.1640625,24.0,0.041666666666666664,1.8046941757202148,1.323529411764706,1.1560000000000001
99,0.11777777777777777,0.2631578947368421,2.0,2.0,0.5,0.0,0.27358490566037735,2.230769230769231,3.0,0.5402041673660278,8.75,28.0,0.03571428571428571,2.614553689956665,2.234359483614697,1.039622641509434
100,0.23555555555555555,0.3956043956043956,2.25,4.0,0.25,0.601923942565918,0.5235849056603774,2.0555555555555554,3.0,0.2145591825246811,5.824074074074074,19.0,0.05263157894736842,1.890339732170105,1.6794526228488493,1.3235062893081764
101,0.2688888888888889,0.4056603773584906,2.15,3.0,0.3333333333333333,0.42270907759666443,0.5619834710743802,2.193548387096774,3.0,0.4913274645805359,4.507246376811594,22.0,0.045454545454545456,1.8681327104568481,1.5086542959613285,1.3853546031135884
102,0.18444444444444444,0.19117647058823528,2.6,4.0,0.25,0.9502705335617065,0.45180722891566266,2.272727272727273,3.0,0.5859525799751282,5.722222222222222,26.0,0.038461538461538464,2.024381637573242,1.0364989369241673,2.363299351251159
103,0.14222222222222222,0.32653061224489793,2.2857142857142856,3.0,0.3333333333333333,0.5982695817947388,0.5625,2.4827586206896552,4.0,0.8762587904930115,9.0,26.0,0.038461538461538464,2.4566192626953125,2.2959183673469385,1.7226562500000002
104,0.2088888888888889,0.4050632911392405,2.2857142857142856,4.0,0.25,0.6559757590293884,0.3617021276595745,2.8333333333333335,4.0,0.6791932582855225,5.928571428571429,19.0,0.05263157894736842,1.9861409664154053,1.9391327767304065,0.8929521276595745
105,0.2088888888888889,0.24050632911392406,2.375,3.0,0.3333333333333333,0.6615632772445679,0.1702127659574468,2.0,2.0,0.0,5.109375,26.0,0.038461538461538464,1.9208204746246338,1.151360086183679,0.7077267637178051
106,0.10444444444444445,0.3125,2.5,4.0,0.25,0.5623351335525513,0.3617021276595745,2.4285714285714284,3.0,0.6829080581665039,10.847222222222221,28.0,0.03571428571428571,2.7847836017608643,2.9920212765957444,1.1574468085106384
107,0.26222222222222225,0.4368932038834951,2.142857142857143,3.0,0.3333333333333333,0.4101163148880005,0.652542372881356,2.75,4.0,1.0397207736968994,6.905882352941177,24.0,0.041666666666666664,2.0497069358825684,1.6661181504031592,1.493596986817326
108,0.1511111111111111,0.20754716981132076,2.2,3.0,0.3333333333333333,0.5004023909568787,0.5882352941176471,2.2222222222222223,3.0,0.5297061800956726,8.153846153846153,29.0,0.034482758620689655,2.551372766494751,1.3734739178690345,2.834224598930481
109,0.07555555555555556,0.21052631578947367,2.0,2.0,0.5,0.0,0.17647058823529413,2.0,2.0,0.0,10.185185185185185,28.0,0.03571428571428571,2.7195892333984375,2.786377708978328,0.8382352941176472
110,0.19777777777777777,0.25675675675675674,2.375,4.0,0.25,0.7356219291687012,0.3258426966292135,2.0,2.0,0.0,5.782608695652174,29.0,0.034482758620689655,2.1966331005096436,1.2982083206802308,1.2690715552927263
111,0.1622222222222222,0.3275862068965517,2.111111111111111,3.0,0.3333333333333333,0.34883207082748413,0.410958904109589,3.0,4.0,0.6931471824645996,8.172413793103448,28.0,0.03571428571428571,2.310805082321167,2.01936702881436,1.254506128334535
112,0.19777777777777777,0.36486486486486486,2.076923076923077,3.0,0.3333333333333333,0.2711893916130066,0.33707865168539325,3.0,4.0,0.6931471824645996,5.921052631578948,29.0,0.034482758620689655,2.0671491622924805,1.844822350440328,0.9238451935081149
113,0.16,0.19298245614035087,2.2,3.0,0.3333333333333333,0.5004023909568787,0.3472222222222222,2.380952380952381,3.0,0.6645283699035645,6.7592592592592595,25.0,0.04,2.2551088333129883,1.2061403508771928,1.7992424242424243
114,0.10444444444444445,0.28125,2.25,3.0,0.3333333333333333,0.5623351335525513,0.2553191489361702,3.0,3.0,0.0,9.8125,27.0,0.037037037037037035,2.7137718200683594,2.69281914893617,0.9078014184397163
115,0.12222222222222222,0.45,2.25,4.0,0.25,0.37677016854286194,0.12727272727272726,2.0,2.0,0.0,9.405063291139241,27.0,0.037037037037037035,2.3650946617126465,3.681818181818182,0.2828282828282828
116,0.1511111111111111,0.24528301886792453,2.1666666666666665,3.0,0.3333333333333333,0.4505612254142761,0.38235294117647056,3.25,4.0,1.0433533191680908,8.122222222222222,26.0,0.038461538461538464,2.4513232707977295,1.6231964483906771,1.5588235294117645
117,0.2733333333333333,0.4722222222222222,2.55,5.0,0.2,0.9819416999816895,0.43902439024390244,4.5,6.0,0.6931471824645996,5.297297297297297,17.0,0.058823529411764705,2.0705597400665283,1.7276422764227644,0.9296987087517934
118,0.18888888888888888,0.14285714285714285,2.0,2.0,0.5,0.0,0.32941176470588235,2.0,2.0,0.0,5.46875,17.0,0.058823529411764705,2.158675193786621,0.7563025210084033,2.3058823529411767
119,0.18,0.22727272727272727,2.5,3.0,0.3333333333333333,0.6931471824645996,0.18518518518518517,2.0,2.0,0.0,5.464566929133858,29.0,0.034482758620689655,1.8587626218795776,1.2626262626262625,0.8148148148148148
