,MEAN_POWER,STD_POWER,TIME_OF_DAY,AMBIENT_TEMPERATURE,PEAK_POWER,ENERGY,DAY_OF_WEEK,APLIANCE_3,APLIANCE_4,APLIANCE_6,APLIANCE_7,APLIANCE_10,APLIANCE_11,APLIANCE_13,APLIANCE_17,APLIANCE_19
48,103.06666666666666,1.8245242911205346,4.0,0.0,106.0,11347.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,103.5,1.857417562100671,4.0,0.0,108.0,11485.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,103.66666666666667,2.5603819159562033,4.0,0.0,113.0,11387.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,103.36666666666666,1.6629959577688562,4.0,0.0,106.0,11757.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,157.36666666666667,63.234211907444184,4.0,0.0,244.0,17428.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,237.46666666666667,8.377483048160839,4.0,0.0,255.0,25852.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,232.66666666666666,10.39016629104441,4.0,0.0,265.0,25713.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,227.33333333333334,7.768883803710515,4.0,0.0,253.0,23826.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,224.13333333333333,1.8749814813900314,4.0,0.0,229.0,24670.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,223.73333333333332,1.5477582354991866,4.0,0.0,227.0,24846.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,198.06666666666666,47.224240479746086,4.0,0.0,231.0,22285.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,104.2,2.650786046942806,4.0,0.0,114.0,11546.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,109.8,2.7373953556863744,4.0,0.0,120.0,12170.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,108.16666666666667,1.4851112939963644,4.0,0.0,112.0,11885.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,109.46666666666667,4.558752265941003,4.0,0.0,132.0,12021.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,108.5,3.4809002666934696,4.0,0.0,120.0,11815.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,103.63333333333334,2.469592858932194,4.0,0.0,114.0,10873.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,104.03333333333333,2.6518337470931734,4.0,0.0,115.0,11458.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,105.03333333333333,4.207004740773283,4.0,0.0,118.0,11540.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,103.96666666666667,4.004025751942939,4.0,0.0,118.0,11361.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,108.46666666666667,1.4544949486180951,4.0,0.0,111.0,12023.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,108.6,3.8262252939417984,4.0,0.0,117.0,11971.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,109.4,3.8349272048719087,4.0,0.0,128.0,12017.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,221.1,38.434663174448836,4.0,0.0,242.0,24939.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,221.4,1.6248076809271923,4.0,0.0,225.0,24583.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,220.5,1.9958289839896939,4.0,0.0,227.0,23394.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,226.73333333333332,5.9382002511048935,4.0,0.0,243.0,25409.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,225.4,3.158058475287203,4.0,0.0,239.0,25243.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,219.43333333333334,20.65540015481558,4.0,0.0,228.0,24346.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,108.56666666666666,2.6036299446904674,4.0,0.0,119.0,12067.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,108.53333333333333,1.4313940369055924,4.0,0.0,113.0,11947.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,106.13333333333334,2.617038190185403,4.0,0.0,111.0,11657.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,103.96666666666667,1.32874209519965,4.0,0.0,106.0,11426.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,104.33333333333333,6.764285295251492,4.0,0.0,124.0,11583.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,104.76666666666667,4.737674065990141,4.0,0.0,129.0,10981.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,106.06666666666666,4.464178411408855,4.0,0.0,120.0,11130.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,109.3,1.7729448195962938,4.0,0.0,113.0,12134.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,108.96666666666667,1.7792008193443358,4.0,0.0,115.0,11978.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,108.96666666666667,1.9058389811897076,4.0,0.0,112.0,12095.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,109.4,1.3564659966250536,4.0,0.0,113.0,12035.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,108.86666666666666,1.2310790208412925,4.0,0.0,111.0,11992.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,124.03333333333333,44.73364381412371,4.0,0.0,245.0,14202.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,229.33333333333334,5.729068180971686,4.0,0.0,239.0,25425.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,222.9,3.901709027251178,4.0,0.0,235.0,23177.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,225.63333333333333,2.536182608216968,4.0,0.0,230.0,25056.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,224.56666666666666,1.5638272140986536,4.0,0.0,228.0,25161.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,223.83333333333334,2.017974782355375,4.0,0.0,228.0,24847.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,178.03333333333333,57.41978946515062,4.0,0.0,224.0,19651.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,103.76666666666667,1.2827920936595902,4.0,0.0,106.0,11419.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,105.8,5.461379557096052,4.0,0.0,127.0,11474.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,104.43333333333334,1.5849991237291654,4.0,0.0,109.0,11485.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,106.6,4.294182110716778,4.0,0.0,121.0,11730.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,108.76666666666667,1.2827920936595902,4.0,0.0,112.0,11522.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,108.33333333333333,1.2736648783028532,4.0,0.0,110.0,11374.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,108.23333333333333,2.6036299446904674,4.0,0.0,112.0,11901.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,106.56666666666666,3.029668115303868,4.0,0.0,111.0,11818.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104.0,1.4605934866804429,4.0,0.0,107.0,11449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,104.2,1.4696938456699067,4.0,0.0,108.0,11558.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,111.06666666666666,5.720916787446648,4.0,0.0,125.0,12285.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,109.53333333333333,2.883670500517622,4.0,0.0,123.0,12155.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,129.73333333333332,47.22706380408966,1.0,0.0,240.0,14670.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,233.66666666666666,5.7232469416892675,1.0,0.0,243.0,24525.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,225.96666666666667,1.6224124698183942,1.0,0.0,229.0,24868.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,222.36666666666667,3.198784491368905,1.0,0.0,229.0,24468.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,219.43333333333334,1.7641491496532322,1.0,0.0,224.0,24576.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,218.13333333333333,2.8015868519267593,1.0,0.0,222.0,24003.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,156.6,57.6018518220841,1.0,0.0,221.0,17648.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,106.06666666666666,6.334736686626279,1.0,0.0,120.0,11656.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,110.0,2.250925735484551,1.0,0.0,116.0,12225.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,109.13333333333334,1.4772346537440226,1.0,0.0,111.0,12104.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,108.76666666666667,1.5849991237291652,1.0,0.0,113.0,11519.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,108.96666666666667,2.0080393975772046,1.0,0.0,114.0,11438.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,109.93333333333334,1.3148721948877347,1.0,0.0,113.0,12097.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,104.53333333333333,2.9066972475455515,1.0,0.0,110.0,11601.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,104.2,1.8690461025168252,1.0,0.0,108.0,11471.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,107.7,4.124318125460256,1.0,0.0,119.0,11954.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,109.86666666666666,1.978776277287444,1.0,0.0,115.0,12088.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,109.33333333333333,1.7191729277636838,1.0,0.0,114.0,12124.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,108.96666666666667,1.601735170231195,1.0,0.0,112.0,12086.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,105.1,3.2181775380899458,1.0,0.0,112.0,10938.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,207.3,51.72501006927565,1.0,0.0,242.0,22072.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,223.03333333333333,2.738409919805449,1.0,0.0,235.0,24538.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,221.13333333333333,1.9955506062794357,1.0,0.0,229.0,24335.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,224.53333333333333,4.674279504788828,1.0,0.0,239.0,25113.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,224.9,2.560598888281151,1.0,0.0,234.0,24967.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,204.76666666666668,43.03694795044008,1.0,0.0,227.0,22507.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,111.26666666666667,3.0543229837214154,1.0,0.0,125.0,12345.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,105.13333333333334,2.8370563774604287,1.0,0.0,111.0,11541.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,104.16666666666667,1.2671051872498809,1.0,0.0,107.0,10838.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,105.16666666666667,3.873700498948719,1.0,0.0,120.0,11643.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,111.16666666666667,4.4353378926776506,1.0,0.0,124.0,12255.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,109.8,1.6411378166788229,1.0,0.0,114.0,12087.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,109.23333333333333,1.3828312341794358,1.0,0.0,112.0,12009.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,109.76666666666667,1.8199511592958262,1.0,0.0,115.0,12066.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,109.4,3.3724372986511306,1.0,0.0,123.0,12080.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,103.56666666666666,1.4302291968616625,1.0,0.0,106.0,11385.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,104.4,2.1071307505705477,1.0,0.0,109.0,11593.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,103.63333333333334,3.1356374506983777,1.0,0.0,114.0,10852.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,103.53333333333333,2.0121851030382096,1.0,0.0,108.0,11390.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,108.36666666666666,4.285505285909183,1.0,0.0,118.0,12038.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,338.1,162.78479658739633,1.0,0.0,526.0,37128.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,511.56666666666666,2.551905606056427,1.0,0.0,516.0,56262.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,515.4666666666667,2.124983660067897,1.0,0.0,521.0,57244.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,515.7333333333333,2.815828277592383,1.0,0.0,520.0,56728.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,515.3,2.5053276565484737,1.0,0.0,519.0,57173.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,429.93333333333334,160.73537949755251,1.0,0.0,513.0,46477.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,104.66666666666667,2.7608372321131545,1.0,0.0,111.0,10998.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,108.86666666666666,3.4711509458519494,1.0,0.0,118.0,11954.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,109.9,1.8138357147217055,1.0,0.0,113.0,12105.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,111.03333333333333,1.5162087220725546,1.0,0.0,115.0,12209.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,110.43333333333334,1.9267128022157902,1.0,0.0,119.0,12071.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,104.5,3.490463197533149,1.0,0.0,110.0,11594.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,105.1,4.422292015082978,1.0,0.0,127.0,11569.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,200.76666666666668,73.56887173858853,1.0,0.0,296.0,23413.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,245.8,2.809507667427397,1.0,0.0,250.0,27274.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,245.9,3.2797357617141456,1.0,0.0,255.0,25581.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,243.56666666666666,2.996479415729213,1.0,0.0,256.0,27051.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,240.06666666666666,2.0645150089602695,1.0,0.0,244.0,26622.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,239.43333333333334,3.3534393621408394,1.0,0.0,245.0,26357.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,230.23333333333332,2.1860669909426127,1.0,0.0,233.0,25785.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,229.13333333333333,1.4996295838935991,1.0,0.0,234.0,25464.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,230.93333333333334,5.169998925424345,1.0,0.0,243.0,26996.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,232.33333333333334,2.4267032964268394,1.0,0.0,240.0,24775.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,231.73333333333332,2.096558025802185,1.0,0.0,237.0,25700.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,211.0,45.728182411579255,1.0,0.0,236.0,22635.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,109.66666666666667,1.4681810363696826,1.0,0.0,114.0,11522.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,108.36666666666666,3.5353767676004333,1.0,0.0,121.0,11838.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,102.76666666666667,1.6468825769380833,1.0,0.0,107.0,11323.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,102.76666666666667,2.9175712882845244,1.0,0.0,107.0,11403.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,103.0,2.516611478423583,1.0,0.0,108.0,11315.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,103.63333333333334,1.6629959577688562,1.0,0.0,109.0,11411.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,109.26666666666667,4.434210439550903,1.0,0.0,118.0,12027.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,109.66666666666667,2.1029080394116675,1.0,0.0,115.0,12155.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,109.16666666666667,1.6141733350404337,1.0,0.0,113.0,11474.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,109.53333333333333,1.8390818965511633,1.0,0.0,114.0,11615.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,109.7,2.3115651263447745,1.0,0.0,119.0,12057.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
